Child Entity CIK,Child Entity,Entity Type,Industry Group,Jurisdiction,Filing Date,Parent Entity Name,Clarification,Source File
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Gary Sumers,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Kathleen Skero,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Dennis McDonagh,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,John Magliano,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Anthony Beovich,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Christopher James,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001528605,Blackstone Real Estate Partners VII.TE.2 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2011-08-30,Matthew Skurbe,Of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1528605/000152860511000001/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Blackstone Real Estate Associates VII L.P.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Stephen Schwarzman,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Hamilton James,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,John Finley,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Laurence Tosi,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,A.J. Agarwal,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Frank Cohen,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Jonathan Gray,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Robert Friedman,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,Michael Nash,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
0001534541,Blackstone Real Estate Partners VII.TE.3 L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,2012-03-12,William Stein,Of the GP of the Issuer,https://www.sec.gov/Archives/edgar/data/1534541/000153454112000002/primary_doc.xml
